source	reference	greedy	beam
بہت سے گرجا گھروں میں مجسمے والے فونٹ ، دارالحکومت ، اور زیادہ اہم بات یہ ہے کہ <ans> موزائیک </ans> محفوظ ہیں ، جو نارمن اٹلی میں عام تھے اور یونانی ورثے پر بہت زیادہ کھینچتے تھے۔	گرجا گھروں میں محفوظ کردہ نارمن آرٹ کی سب سے اہم قسم کیا ہے؟	بہت سے گرج گرجا گھروں میں کیا کیا کیا ہے؟	بہت سے گرج گرج گرجا گھروں میں کون سا عام خصوصیت ہے؟
نارمنڈی <ans> 11 ویں </ans> صدی میں کلاسیکی موسیقی کی تاریخ میں کئی اہم پیشرفتوں کا مقام تھا۔	کون سی صدی میں نارمنڈی میں اہم کلاسیکی موسیقی کی ترقی ہوئی؟	کس دور میں کلاسیکی موسیقی کی اہم وسیع پیمانے پر اہم؟	کس دور میں کلاسیکی موسیقی کی اہم وسیع پیمانے پر اہم؟
نارمنڈی <ans> 11 ویں </ans> صدی میں کلاسیکی موسیقی کی تاریخ میں کئی اہم پیشرفتوں کا مقام تھا۔	کون سی صدی میں نارمنڈی میں اہم کلاسیکی موسیقی کی ترقی ہوئی؟	کس دور میں کلاسیکی موسیقی کی اہم وسیع پیمانے پر اہم؟	کس دور میں کلاسیکی موسیقی کی اہم وسیع پیمانے پر اہم؟
فیکمپ میں ، دو اطالوی ایبٹس ، <ans> ولپیانو کے ولیم اور راوننا کے جان </ans> کے تحت ، خطوط کے ذریعہ نوٹوں کی نشاندہی کرنے کا نظام تیار اور سکھایا گیا تھا۔	Fécamp ایبی میں دو abbots کون تھے؟	کون دو دو دو دو دو دو تھے؟	کون دو دو میں دو دو دو تھے جنہوں نے تیار کیا؟
نارمن ایبٹ رابرٹ ڈی گرانٹمسنیل کے تحت ، سینٹ ایورول کے کئی راہب <ans> جنوبی اٹلی </ans> بھاگ گئے ، جہاں انہیں رابرٹ گسکارڈ نے سرپرستی کی اور سینٹ ایوفیمیا میں ایک لاطینی خانقاہ قائم کی۔	راہب کہاں بھاگ گئے؟	سینٹ Bamamell کہاں کہاں بھیجا گیا تھا؟	سینٹ Bamamell کہاں کہاں بھیجا گیا تھا؟
نارمن ایبٹ رابرٹ ڈی گرانٹمسنیل کے تحت ، سینٹ ایورول کے کئی راہب جنوبی اٹلی بھاگ گئے ، جہاں انہیں رابرٹ گسکارڈ نے سرپرستی کی اور <ans> سانٹ ایوفیمیا میں لاطینی خانقاہ </ans> قائم کیا۔	سینٹ-یورول راہبوں نے اٹلی میں کون سا خانقاہ قائم کیا؟	ایبی کے بعد میں کون سا میں کون سا کیا گیا تھا؟	ایبی کے بعد کے بعد میں کیا قائم کیا گیا تھا؟
نارمن ایبٹ رابرٹ ڈی گرانٹمسنیل کے تحت ، سینٹ ایورول کے کئی راہب جنوبی اٹلی بھاگ گئے ، جہاں انہیں رابرٹ گسکارڈ نے سرپرستی کی اور <ans> سانٹ ایوفیمیا میں ایک لاطینی خانقاہ </ans> قائم کی۔	سینٹ-یورول راہبوں نے اٹلی میں کون سا خانقاہ قائم کیا؟	کون سا نے ن نے ن کے کے قیام کے قیام کی؟	ایبی میں کون کے بعد کون سا میں کون سا کیا قائم کیا گیا تھا؟
نارمن ایبٹ رابرٹ ڈی گرانٹمسنیل کے تحت ، سینٹ ایورول کے کئی راہب جنوبی اٹلی بھاگ گئے ، جہاں انہیں رابرٹ گسکارڈ نے سرپرستی کی اور <ans> سانٹ ایوفیمیا </ans> میں ایک لاطینی خانقاہ قائم کی۔	سینٹ-یورول راہبوں نے اٹلی میں کون سا خانقاہ قائم کیا؟	Bamgells کہاں سے ایک ایک میں ایک ایک کہاں قائم کیا گیا تھا؟	ایبی میں کون سا میں ایک ایک کہاں قائم کیا گیا تھا؟
نارمن ایبٹ رابرٹ ڈی گرانٹمسنیل کے تحت ، سینٹ ایورول کے کئی راہب جنوبی اٹلی بھاگ گئے ، جہاں انہیں <ans> رابرٹ گسکارڈ </ans> نے سرپرستی کی اور سینٹ ایوفیمیا میں ایک لاطینی خانقاہ قائم کی۔	اٹلی میں راہبوں کی سرپرستی کون کرتا تھا؟	کون سا کے  نے  میں ایک اور cococococo coarco کے ایک اور ایک قائم قائم کیا؟	کون سا Aamell Aell Aell کے لئے ایک اور نام کیا ہے؟
سینٹ ایورول میں ، <ans> گانے </ans> کی ایک روایت تیار ہوئی تھی اور کور نے نارمنڈی میں شہرت حاصل کی تھی۔	سینٹ-یورول راہبوں کو کس روایت کے لئے جانا جاتا تھا؟	سینٹ جان میں میں کس قسم کی روایت پیدا ہوئی تھی؟	سینٹ بارٹس میں کس قسم کی روایت پیدا ہوئی تھی؟
کمپیوٹیشنل پیچیدگی کا نظریہ نظریاتی کمپیوٹر سائنس میں کمپیوٹنگ کے نظریہ کی ایک شاخ ہے جو کمپیوٹیشنل مسائل کو ان کی <ans> پہلی مشکل </ans> کے مطابق درجہ بندی کرنے اور ان کلاسوں کو ایک دوسرے سے جوڑنے پر مرکوز ہے۔	کمپیوٹیشنل پیچیدگی کے نظریہ کا استعمال کرتے ہوئے کمپیوٹیشنل مسائل کو کس اہم خصوصیت کے ذریعہ درجہ بندی کیا جاتا ہے؟	کمپیوٹل سائنس سائنس سائنس سائنس کس نظریہ پر درجہ بندی کیا ہے؟	کمپیوٹ کمپیوٹل سائنس سائنس سائنس کو کس طرح درجہ بندی کیا جاتا ہے؟
کمپیوٹیشنل پیچیدگی کا نظریہ نظریاتی کمپیوٹر سائنس میں کمپیوٹنگ کے نظریہ کی ایک شاخ ہے جو کمپیوٹیشنل مسائل کو <ans> ان کی فطری دشواری </ans> کے مطابق درجہ بندی کرنے اور ان کلاسوں کو ایک دوسرے سے جوڑنے پر مرکوز ہے۔	کمپیوٹیشنل پیچیدگی کے نظریہ کا استعمال کرتے ہوئے کمپیوٹیشنل مسائل کو کس اہم خصوصیت کے ذریعہ درجہ بندی کیا جاتا ہے؟	کمپیوٹل سائنس سائنس سائنس سائنس کس نظریہ پر مبنی ہے؟	کمپیوٹ کمپیوٹل سائنس سائنس سائنس کو کس طرح درجہ بندی کیا جاتا ہے؟
کمپیوٹیشنل پیچیدگی کا نظریہ نظریاتی کمپیوٹر سائنس میں کمپیوٹنگ کے نظریہ کی ایک شاخ ہے جو <ans> کمپیوٹیشنل مسائل </ans> کو ان کی فطری مشکل کے مطابق درجہ بندی کرنے اور ان کلاسوں کو ایک دوسرے سے جوڑنے پر مرکوز ہے۔	ایک ایسے کام کے لئے اصطلاح کیا ہے جو عام طور پر خود کو کمپیوٹر کی طرف سے حل کرنے کے لئے قرض دیتا ہے؟	کمپیوٹل سائنس سائنس سائنس سائنس کس قسم کی سائنس کی درجہ بندی کیا ہے؟	کمپیوٹل سائنس سائنس سائنس سائنس کو کس کہا جاتا ہے؟
<ans> ایک کمپیوٹیشنل مسئلہ </ans> کو ایک ایسا کام سمجھا جاتا ہے جو اصولی طور پر کمپیوٹر کے ذریعہ حل کرنے کے قابل ہو ، جو اس بات کے برابر ہے کہ مسئلہ ریاضی کے اقدامات ، جیسے الگورتھم کی مکینیکل درخواست سے حل کیا جاسکتا ہے۔	ایک ایسے کام کے لئے اصطلاح کیا ہے جو عام طور پر خود کو کمپیوٹر کی طرف سے حل کرنے کے لئے قرض دیتا ہے؟	کیا  طور پر ایک کمپیوٹر کے حل کیا جاتا ہے؟	کیا  طور پر ایک کمپیوٹر کی طرف سے حل کیا جا سکتا ہے؟
ایک <ans> کمپیوٹیشنل مسئلہ </ans> کو ایک ایسا کام سمجھا جاتا ہے جو اصولی طور پر کمپیوٹر کے ذریعہ حل کرنے کے قابل ہو ، جو اس بات کے برابر ہے کہ مسئلہ ریاضی کے اقدامات ، جیسے الگورتھم کے مکینیکل اطلاق سے حل کیا جاسکتا ہے۔	ایک ایسے کام کے لئے اصطلاح کیا ہے جو عام طور پر خود کو کمپیوٹر کی طرف سے حل کرنے کے لئے قرض دیتا ہے؟	کمپیوٹر کے طور پر کمپیوٹر کے کام کرنے کے لئے کیا استعمال کیا جاتا ہے؟	کمپیوٹر کے طور پر کمپیوٹر کی طرف سے حل کیا جا سکتا ہے؟
ایک مسئلے کو فطری طور پر مشکل سمجھا جاتا ہے <ans> اگر اس کے حل کے لئے اہم وسائل کی ضرورت ہوتی ہے </ans> ، چاہے جو بھی الگورتھم استعمال کیا جائے۔	ایک کمپیوٹیشنل مسئلے کا کیا پیمانہ بڑے پیمانے پر حل کی فطری مشکل کی وضاحت کرتا ہے؟	ایک بوڑھے کی ایک مثال کیا ہے جو ایک بوڑھے کے لئے استعمال کیا جاتا ہے؟	ایک مسئلے کی ایک مثال کیا ہے جو مستقل طور پر استعمال کیا جا سکتا ہے؟
کسی مسئلے کو فطری طور پر مشکل سمجھا جاتا ہے اگر <ans> اس کے حل کے لئے اہم وسائل کی ضرورت ہوتی ہے </ans> ، چاہے جو بھی الگورتھم استعمال کیا جائے۔	ایک کمپیوٹیشنل مسئلے کا کیا پیمانہ بڑے پیمانے پر حل کی فطری مشکل کی وضاحت کرتا ہے؟	کسی شخص کی مستقل طور پر کیا کی ضرورت ہوتی ہے؟	کسی شخص کو کسی بھی کی طرف سے کیسے دیکھا جاتا ہے؟ اسے کیا کہا جاتا ہے؟
یہ نظریہ ان مسائل کا مطالعہ کرنے کے لئے کمپیوٹنگ کے ریاضیاتی ماڈل متعارف کرانے اور ان کو حل کرنے کے لئے درکار وسائل کی مقدار ، جیسے <ans> وقت اور اسٹوریج </ans> کی پیمائش کرکے اس بصیرت کو باضابطہ بناتا ہے۔	پیچیدگی کا اندازہ لگانے کے لئے استعمال ہونے والے دو بنیادی بنیادی وسائل کیا ہیں؟	نفسیاتی نظام کے لئے کیا کے لئے کیا کی کیا ہے؟	نفسیاتی تبدیلیوں کو کیا کرنے کرنے کے لئے کیا استعمال کیا جا سکتا ہے؟
دیگر پیچیدگی کے اقدامات بھی استعمال کیے جاتے ہیں ، جیسے مواصلات کی مقدار (رابطے کی پیچیدگی میں استعمال کیا جاتا ہے) ، <ans> سرکٹ میں گیٹس کی تعداد </ans> (سرکٹ پیچیدگی میں استعمال کیا جاتا ہے) اور پروسیسرز کی تعداد (متوازی کمپیوٹنگ میں استعمال ہوتا ہے۔	سرکٹ کی پیچیدگی کا تعین کرنے کے لئے کون سا یونٹ ماپا جاتا ہے؟	مواصلات کی کون سی پیرامیٹر استعمال استعمال کیا جاتا ہے؟	مواصلات کا کون سا حصہ کبھی کبھی بھی استعمال کیا جاتا ہے استعمال کیا جاتا ہے؟
دیگر پیچیدگی کی پیمائش بھی استعمال کی جاتی ہے ، جیسے مواصلات کی مقدار (جو مواصلات کی پیچیدگی میں استعمال ہوتی ہے) ، سرکٹ میں <ans> گیٹس کی تعداد </ans> (سرکٹ کی پیچیدگی میں استعمال ہوتی ہے) اور پروسیسرز کی تعداد (متوازی کمپیوٹنگ میں استعمال ہوتی ہے۔	سرکٹ کی پیچیدگی کا تعین کرنے کے لئے کون سا یونٹ ماپا جاتا ہے؟	کیا خالص توانائی کی استعمال کی ہے؟	کاغذ کی استعمال میں استعمال ہونے والی کیا استعمال کیا جاتا ہے؟ کیا استعمال کیا جاتا ہے؟
کمپیوٹنگ پیچیدگی نظریہ کا ایک کردار یہ ہے کہ <ans> کمپیوٹرز کیا کرسکتے ہیں اور کیا نہیں کرسکتے ہیں۔ </ans>	روزانہ کمپیوٹنگ میں مسائل کی پیچیدگی کی تعریف کیا عملی کردار ادا کرتی ہے؟	کمپیوٹنگ سائنس کا ایک کیا ہے؟	کمپیوٹنگ سائنس کا ایک اہم مسئلہ کیا ہے؟
کمپیوٹنگ پیچیدگی نظریہ کا ایک کردار یہ ہے کہ <ans> کمپیوٹر کیا کرسکتا ہے اور کیا نہیں کرسکتا </ans> ۔	روزانہ کمپیوٹنگ میں مسائل کی پیچیدگی کی تعریف کیا عملی کردار ادا کرتی ہے؟	کمپیوٹنگ کا نظریہ کا ایک کیا ہے؟	کمپیوٹنگ کیا ہے؟
نظریاتی کمپیوٹر سائنس میں قریب سے متعلقہ شعبوں میں <ans> الگورتھم کا تجزیہ اور کمپیوٹیشنل تھیوری </ans> ہیں۔	نظریاتی کمپیوٹر سائنس کے کون سے دو شعبے کمپیوٹیشنل پیچیدگی کے نظریہ کو قریب سے ظاہر کرتے ہیں؟	سائنس سائنس سائنس سائنس میں سائنس میں کیا کیا ہے؟	سائنس سائنس سائنس میں شعبوں میں سے ایک کیا ہے؟
ایک کمپیوٹیشنل مسئلے کے لئے ان پٹ سٹرنگ کو <ans> مسئلہ مثال </ans> کہا جاتا ہے ، اور اسے خود مسئلے کے ساتھ الجھایا نہیں جانا چاہئے۔	ایک کمپیوٹیشنل مسئلے کی ان پٹ سٹرنگ کو کیا نام دیا جاتا ہے؟	ایک بورڈیشنلل کو کیا کرنے کے لئے کیا استعمال کیا جاتا ہے؟	ایک بورڈیشنل کول کرنے کے لئے کیا استعمال کیا جاتا ہے؟
ایک کمپیوٹیشنل مسئلے کے لئے ان پٹ سٹرنگ کو <ans> ایک مسئلہ مثال </ans> کہا جاتا ہے ، اور اسے خود مسئلے کے ساتھ الجھایا نہیں جانا چاہئے۔	ایک کمپیوٹیشنل مسئلے کی ان پٹ سٹرنگ کو کیا نام دیا جاتا ہے؟	ایک بورڈللل کو کیا لئے ایک اور کیا کیا ہے؟	ایک بورڈیشنل کول کرنے کے لئے کیا استعمال کیا جاتا ہے؟ اسے کیا کہا جاتا ہے؟
اس کے برعکس ، اس مسئلے کی ایک مثال ایک <ans> کنکریٹ </ans> بیان ہے ، جو فیصلے کے مسئلے کے لئے ان پٹ کے طور پر کام کرسکتا ہے۔	کیا ایک مسئلہ مثال عام طور پر تجریدی یا کنکریٹ کے طور پر خصوصیات ہے؟	اس فیصلے کے فیصلے کے لئے کیا کے لئے کیا ہے؟	اس فیصلے کے فیصلے کے فیصلے کو کیا کرنے کے لئے کس طرح بیان کیا جا سکتا ہے؟
کمپیوٹیشنل پیچیدگی کے نظریہ میں ، ایک مسئلہ حل کرنے کے لئے <ans> تجریدی </ans> سوال کا حوالہ دیتا ہے۔	کیا ایک مسئلہ مثال عام طور پر تجریدی یا کنکریٹ کے طور پر خصوصیات ہے؟	کمپیوٹل سائنس سائنس کا حل کرنے کے لئے کیا قسم کا حوالہ دیتی ہے؟	کمپیوٹل سائنس سائنس کا حل کرنے کے لئے کس قسم کا حوالہ دیتی ہے؟
ایک کمپیوٹیشنل مسئلہ کو ہر مثال کے لئے ایک حل کے ساتھ مل کر <ans> مثالوں </ans> کے لامحدود مجموعہ کے طور پر دیکھا جاسکتا ہے۔	کسی مسئلے سے منسلک ان پٹ کے کسی بھی دیئے گئے پیمائش کے لئے ایک اور نام کیا ہے؟	ایک ایک کاؤنٹر ایک روب کے کو ایک ممتاز کیا جا سکتا ہے؟	ایک طبل ایک ہدایات کو کس طرح دیکھا جا سکتا ہے؟
دوسرے طریقے سے ، <ans> مثال </ans> مسئلے کا ایک خاص ان پٹ ہے ، اور حل دیئے گئے ان پٹ سے متعلق آؤٹ پٹ ہے۔	کسی مسئلے سے منسلک ان پٹ کے کسی بھی دیئے گئے پیمائش کے لئے ایک اور نام کیا ہے؟	کیا ایک دوسرے عنصر کے ساتھ کیا ہے ہے؟	اس فیصلے کو کیا کہا جاتا ہے؟
دوسرے طریقے سے ، <ans> مثال </ans> مسئلے کا ایک خاص ان پٹ ہے۔	کسی مسئلے سے منسلک ان پٹ کے کسی بھی دیئے گئے پیمائش کے لئے ایک اور نام کیا ہے؟	کیا ایک دوسرے کےے میں ایک کی ایک مثال کیا ہے؟	پوپر کے مسئلے کے علاوہ، کس قسم کے فیصلے کا حوالہ دیتی ہے؟
ایک کمپیوٹیشنل مسئلہ کو ہر مثال کے لئے <ans> حل </ans> کے ساتھ مل کر مثالوں کے لامحدود مجموعہ کے طور پر دیکھا جاسکتا ہے۔	ایک مسئلہ مثال میں کسی بھی دیئے گئے ان پٹ کے لئے آؤٹ پٹ کی وضاحت کرنے کے لئے استعمال کیا عام اصطلاح کیا ہے؟	ایک ایک کاؤنٹرل کو ایک ہدایات کے ہدایات کے ہدایات کے ساتھ کیا کے ساتھ کیا کے ساتھ کیا دیکھا جا سکتا ہے؟	ایک طبل کو ایک ہدایات کے ہدایات کے ہدایات کے ہدایات کے ساتھ کیا کے لئےطور پر دیکھا جا سکتا ہے؟
دوسرے طریقے سے ، مثال مسئلے میں ایک خاص ان پٹ ہے ، اور <ans> حل </ans> دیئے گئے ان پٹ سے متعلق آؤٹ پٹ ہے۔	ایک مسئلہ مثال میں کسی بھی دیئے گئے ان پٹ کے لئے آؤٹ پٹ کی وضاحت کرنے کے لئے استعمال کیا عام اصطلاح کیا ہے؟	ان پٹگریشن ان پٹ سے ان پٹ سے ان پٹ کیا آؤٹ پٹ ان پٹ کیا کیا ہے؟	اگر انگریشن ان پٹ ان پٹ آؤٹ پٹ آؤٹ ان پٹ آؤٹ پٹ آؤٹ پٹ ان پٹ سے منسلک ہے؟ ہے؟
اس وجہ سے ، پیچیدگی کا نظریہ <ans> کمپیوٹیشنل مسائل </ans> کو حل کرتا ہے نہ کہ خاص مسائل کے معاملات۔	کمپیوٹیشنل پیچیدگی کا نظریہ خاص طور پر کیا جواب دینے کی کوشش کرتا ہے؟	دائ کا نظریہ کا نظریہ کیا ہے؟	پیچیدگی کا نظریہ کا نظریہ کیا ہے؟ ہے؟
کمپیوٹیشنل مسائل پر غور کرتے وقت ، ایک <ans> مسئلہ مثال </ans> ایک حروف تہجی پر ایک تار ہے۔	ایک کمپیوٹیشنل مسئلے میں، ایک حروف تہجی پر ایک تار کے طور پر کیا بیان کیا جا سکتا ہے؟	ایک کمپیوٹل پر ایک تہجی تہجی پر ایک تہجی تہجی تہجی تہجی پر ایک تہجی کیا	ایک کمپیوٹل پر ایک تہجی پر ایک تہجی تہجی تہجی پر تہجی تہجی تہجی کیاجی
کمپیوٹیشنل مسائل پر غور کرتے وقت ، <ans> مسئلہ کی مثال </ans> ایک حروف تہجی پر ایک تار ہے۔	ایک کمپیوٹیشنل مسئلے میں، ایک حروف تہجی پر ایک تار کے طور پر کیا بیان کیا جا سکتا ہے؟	ایک کمپیوٹلل پر ایک تہجی تہجی پر ایک تہجی تہجی کیا ہے؟	ایک کمپیوٹل کا ایک کیا تہجی پر ایک تہجی تہجی پر ایک تہجی تہجی ہے؟
عام طور پر ، حروف تہجی کو <ans> بائنری حروف تہجی </ans> (یعنی ، سیٹ {0,1}) سمجھا جاتا ہے ، اور اس طرح سٹرنگ بٹ سٹرنگس ہیں۔	ایک مسئلہ مثال میں سب سے زیادہ عام طور پر استعمال کیا جاتا ہے حروف تہجی کا نام کیا ہے؟	حروف تہجیجیجیجی کیا کیا کہا جاتا ہے؟	حروف تہجیجیجی کو کیا کہا جاتا ہے؟
عام طور پر ، حروف تہجی کو <ans> بائنری </ans> حروف تہجی (یعنی ، سیٹ {0,1}) سمجھا جاتا ہے ، اور اس طرح سٹرنگ بٹ سٹرنگس ہیں۔	ایک مسئلہ مثال میں سب سے زیادہ عام طور پر استعمال کیا جاتا ہے حروف تہجی کا نام کیا ہے؟	حروف تہجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجی کیا ہے؟	حروف تہجیجیجیجیجیجیجیجیجیجیجیجیجی کیا ہے؟
عام طور پر ، حروف تہجی کو <ans> بائنری </ans> حروف تہجی (یعنی ، سیٹ {0,1}) سمجھا جاتا ہے ، اور اس طرح سٹرنگ بٹ سٹرنگس ہیں۔	ایک مسئلہ مثال میں سب سے زیادہ عام طور پر استعمال کیا جاتا ہے حروف تہجی کا نام کیا ہے؟	حروف تہجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجی کیا ہے؟	حروف تہجیجیجیجیجیجیجیجیجیجیجیجیجی کیا ہے؟
عام طور پر ، حروف تہجی کو بائنری حروف تہجی سمجھا جاتا ہے (یعنی ، سیٹ {0,1}) ، اور اس طرح تاریں <ans> بٹ سٹرنگس </ans> ہیں۔	ایک مسئلہ مثال کے سٹرنگ کے لئے ایک اور اصطلاح کیا ہے؟	تہجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجی	حروف تہجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجیجی
مثال کے طور پر ، انٹیجرز کو <ans> بائنری نوٹیشن </ans> میں نمائندگی کی جاسکتی ہے ، اور گراف کو براہ راست ان کے ملحقہ میٹرکس کے ذریعے ، یا ان کی ملحقہ فہرستوں کو بائنری میں انکوڈ کرکے انکوڈ کیا جاسکتا ہے۔	ریاضیاتی اشیاء کی انکوڈنگ میں، وہ طریقہ کیا ہے جس میں انٹیجر عام طور پر ظاہر کیے جاتے ہیں؟	انجامرز کی نمائندگی کرنے کے لیے کس قسم کی جا سکتی ہے؟	انجامرز انجام دینے کے لیے کیا استعمال کیا جا سکتا ہے؟
مثال کے طور پر ، انٹیجرز کو بائنری نوٹیشن میں نمائندگی کی جاسکتی ہے ، اور گراف کو براہ راست ان کے <ans> ایڈجینسٹی میٹرکس </ans> کے ذریعے ، یا ان کی ایڈجینسٹی لسٹس کو بائنری میں انکوڈ کرکے انکوڈ کیا جاسکتا ہے۔	گراف کو انکوڈ کرنے کا ایک طریقہ کیا ہے؟	انٹرنیٹ کو کیا کو کیا کرنے کی کیا جا سکتا ہے؟	انٹرنیٹ کو انجام دینے کے لیے کیا استعمال کیا جا سکتا ہے؟
مثال کے طور پر ، انٹیجرز کو بائنری نوٹیشن میں نمائندگی کی جاسکتی ہے ، اور گراف کو <ans> براہ راست ان کے ملحقہ میٹرکس کے ذریعے </ans> یا ان کی ملحقہ فہرستوں کو بائنری میں انکوڈ کرکے انکوڈ کیا جاسکتا ہے۔	گراف کو انکوڈ کرنے کا ایک طریقہ کیا ہے؟	طور پر  کی ترکیب کو کیا کیا جا سکتا ہے؟	ایک  کی ترکیب میں کیا شامل کیا جا سکتا ہے؟
<ans> فیصلے کے مسائل </ans> کمپیوٹیشنل پیچیدگی کے نظریہ میں مطالعہ کے مرکزی اشیاء میں سے ایک ہیں۔	کمپیوٹیشنل پیچیدگی کے نظریہ میں کس قسم کے مسائل کا مطالعہ کیا جاتا ہے؟	لیبنیل سائنس کے مطالعہ کے مطالعہ کیا ہے؟	لیبنییشنلولوجی کا مطالعہ کیا ہے؟
<ans> فیصلہ </ans> کے مسائل کمپیوٹیشنل پیچیدگی کے نظریہ میں مطالعہ کے مرکزی اشیاء میں سے ایک ہیں۔	کمپیوٹیشنل پیچیدگی کے نظریہ میں کس قسم کے مسائل کا مطالعہ کیا جاتا ہے؟	لیبنییشنلیشن کے مطالعہ کس شعبے میں مطالعہ کیا گیا ہے؟	لیبنی انسٹی ٹیوٹ کس شعبے میں مطالعہ کیا گیا ہے؟
فیصلہ کا مسئلہ ایک خاص قسم کا کمپیوٹیشنل مسئلہ ہے جس کا جواب یا تو ہاں یا نہیں ، یا متبادل طور پر یا تو <ans> 1 یا 0 </ans> ہے۔	ایک فیصلے کے مسئلے کے دو انٹیجر جوابات کیا ہیں؟	ایک کیمیائی کا کا ایک مسئلہ کیا ہے؟	" ⁇ ""زن ⁇  ⁇ "" ⁇ "" کا کیا مطلب ہے؟"
فیصلہ کا مسئلہ ایک خاص قسم کا کمپیوٹیشنل مسئلہ ہے جس کا جواب یا تو <ans> ہاں </ans> یا نہیں ، یا متبادل طور پر یا تو 1 یا 0 ہے۔	ایک فیصلے کے مسئلے کی زبان کے ایک رکن کے لئے پیداوار کیا ہو جائے گا؟	ایک جسمانی کا کا ایک مسئلہ کیا ہے؟	الجھن کا کا ایک مسئلہ کیا ہے؟
فیصلہ کا مسئلہ ایک خاص قسم کا کمپیوٹیشنل مسئلہ ہے جس کا جواب یا تو <ans> ہاں </ans> یا نہیں ، یا متبادل طور پر یا تو 1 یا 0 ہے۔	کون سا جواب اشارہ کرتا ہے کہ ایک الگورتھم نے ان پٹ سٹرنگ کو قبول کیا ہے؟	ایک جسمانی کا کا ایک مسئلہ کیا ہے؟	الجھن کا کا ایک مسئلہ کیا ہے؟
ان پٹ ایک <ans> صرفی گراف </ans> ہے۔	کس قسم کا گراف ایک فیصلے کے مسئلے میں استعمال ہونے والے ان پٹ کی ایک مثال ہے؟	ان پٹ کے مطابق ان کی تعریف کیا ہے؟	ان پٹ کیا ہے؟
ان پٹ ایک <ans> منصفانہ </ans> گراف ہے۔	کس قسم کا گراف ایک فیصلے کے مسئلے میں استعمال ہونے والے ان پٹ کی ایک مثال ہے؟	ان پٹری کیا ہے؟	ان پٹ کیا ہے؟
ان پٹ ایک <ans> منصفانہ </ans> گراف ہے۔	کس قسم کا گراف ایک فیصلے کے مسئلے میں استعمال ہونے والے ان پٹ کی ایک مثال ہے؟	ان پٹری کیا ہے؟	ان پٹ کیا ہے؟
اس فیصلے کے مسئلے سے وابستہ <ans> رسمی زبان </ans> پھر تمام جڑے ہوئے گرافوں کا مجموعہ ہے۔	اس فیصلے کے مسئلے سے متعلق تمام منسلک گرافوں کے سیٹ کے لئے اصطلاح کیا ہے؟	ایوسینا کے علاوہ، کون سی زبان اپنے  کے لئےے میں؟	ایوسینا کے علاوہ، کون سی زبان اپنے شکلوں سے منسلک ہونے والے لہجے کو کیا کہا جاتا ہے؟
اس فیصلے کے مسئلے سے وابستہ <ans> رسمی زبان </ans> پھر تمام جڑے ہوئے گرافوں کا مجموعہ ہے۔	اس فیصلے کے مسئلے سے متعلق تمام منسلک گرافوں کے سیٹ کے لئے اصطلاح کیا ہے؟	ایوسینا کے علاوہ، کون سی زبان اپنے  کے لئےے میں؟	ایوسینا کے علاوہ، کون سی زبان اپنے شکلوں سے منسلک ہونے والے لہجے کو کیا کہا جاتا ہے؟
<ans> اس فیصلے کے مسئلے سے وابستہ باضابطہ زبان </ans> پھر تمام منسلک گرافوں کا مجموعہ ہے۔	اس فیصلے کے مسئلے سے متعلق تمام منسلک گرافوں کے سیٹ کے لئے اصطلاح کیا ہے؟	تمام  تمام وں کے درمیان کیا ہے؟	تمام ڈراموں کے  طور پر کیا سمجھا جاتا ہے؟
یقینا ، اس زبان کی عین مطابق تعریف حاصل کرنے کے لئے ، کسی کو یہ فیصلہ کرنا ہوگا کہ <ans> گراف کو بائنری سٹرنگ کے طور پر کیسے انکوڈ کیا جاتا ہے۔ </ans>	رسمی زبان کی عین مطابق تعریف کا تعین کرنے کے لئے کون سا انکوڈنگ فیصلہ کرنے کی ضرورت ہے؟	کاتالان زبان کی تعریف تعریف کیسے کی؟	کاتالان زبان کی تعریف تعریف تعریف کیسے کی جاتی ہے؟
ایک فنکشن مسئلہ <ans> ایک کمپیوٹیشنل مسئلہ </ans> ہے جہاں ہر ان پٹ کے لئے ایک واحد آؤٹ پٹ (ایک کل فنکشن کا) کی توقع کی جاتی ہے ، لیکن آؤٹ پٹ فیصلے کے مسئلے سے زیادہ پیچیدہ ہے ، یعنی ، یہ صرف ہاں یا نہیں ہے۔	ایک فنکشن مسئلہ کیا کی ایک مثال ہے؟	ایک ایک ایک ایک فنکشن کے لئے ایک فنکشن کیا ہے؟	ایک کی ایک کے لئے ایک فنکشن کیا ہے؟ ہے؟
